gene_id	gene_type	position	description	gene_symbol
mmu:104370	ncRNA	8:complement(71348403..71348500)	Snora68, MBI-30, Rnu68; small nucleolar RNA, H/ACA box 68	Snora68
mmu:270058	CDS	8:71358618..71370173	Map1s, 6430517J16Rik, Bpy2ip1, Map8, Mtap1s, VCY2IP1; microtubule-associated protein 1S	Map1s
mmu:100316777	miRNA	8:71378169..71378262	Mir1969, mir-1969, mmu-mir-1969; microRNA 1969	Mir1969
mmu:665828	CDS	8:71383959..71385681	Gm10654, EG665828; predicted gene 10654	Gm10654
mmu:665858	CDS	8:71542508..71624100	Gm7827, EG665858; predicted gene 7827	Gm7827
mmu:76478	CDS	8:complement(71703241..71725234)	Haus8, 2410004L22Rik, Hice1; 4HAUS augmin-like complex, subunit 8	Haus8
mmu:17925	CDS	8:71725220..71813357	Myo9b; myosin IXb	Myo9b
mmu:67023	CDS	8:71819329..71822376	Use1, 2010315L10Rik, 5730403H22Rik, D12, Ed2, Q-snare, p31; unconventional SNARE in the ER 1 homolog (S. cerevisiae)	Use1
mmu:77090	CDS	8:71823942..71826333	Ocel1, 9430098E02Rik; occludin/ELL domain containing 1	Ocel1
mmu:13864	CDS	8:complement(71826762..71834593)	Nr2f6, COUP-TF3, EAR2, Erbal2; nuclear receptor subfamily 2, group F, member 6	Nr2f6
mmu:234395	CDS	8:complement(71836918..71848480)	Ushbp1, 2210404N08Rik, 9430064H24, AIEBP, MCC2; USH1 protein network component harmonin binding protein 1	Ushbp1
mmu:68251	CDS	8:71848809..71857416	Babam1, 5430437P03Rik, Merit40; BRISC and BRCA1 A complex member 1	Babam1
mmu:234396	CDS	8:71858630..71868475	Ankle1, 8430438L13Rik, Ankrd41, C430003I23, Lem3; ankyrin repeat and LEM domain containing 1	Ankle1
mmu:64296	CDS	8:complement(71909344..71917351)	Abhd8, 0910001L24Rik; abhydrolase domain containing 8	Abhd8
mmu:94065	CDS	8:71917570..71918397	Mrpl34, 0610007O17Rik, D8Bwg1484e; mitochondrial ribosomal protein L34	Mrpl34
mmu:66498	CDS	8:71921816..71928743	Dda1, 1500034J01Rik, 1700095J19Rik; DET1 and DDB1 associated 1	Dda1
mmu:382014	CDS	8:complement(71928660..71938735)	Ano8, Tmem16h; anoctamin 8	Ano8
mmu:70359	CDS	8:71938788..71952268	Gtpbp3, 2410009F13Rik; GTP binding protein 3	Gtpbp3
mmu:84094	CDS	8:complement(71950397..71964446)	Plvap, MECA32, Pv1; plasmalemma vesicle associated protein	Plvap
mmu:619297	CDS	8:complement(71972762..71978369)	Ccdc194, C430049E01Rik; coiled-coil domain containing 194	Ccdc194
mmu:69550	CDS	8:complement(71986899..71990116)	Bst2, 2310015I10Rik, Bst-2, CD317, DAMP-1, GREG; bone marrow stromal cell antigen 2	Bst2
mmu:73711	CDS	8:71995552..72000670	Mvb12a, 1110012M11Rik, Fam125a; multivesicular body subunit 12A	Mvb12a
mmu:434325	CDS	8:complement(72006947..72011659)	Tmem221; transmembrane protein 221	Tmem221
mmu:234404	CDS	8:complement(72013211..72019291)	Nxnl1, A930031O08Rik, RdCVF, Txnl6; nucleoredoxin-like 1	Nxnl1
mmu:26457	CDS	8:72021372..72039951	Slc27a1, FATP1, Fatp, Vlc27a1; solute carrier family 27 (fatty acid transporter), member 1	Slc27a1
mmu:66171	CDS	8:72044828..72048911	Pgls, 1110030K05Rik, Plgs; 6-phosphogluconolactonase	Pgls
mmu:100037278	CDS	8:72049000..72061599	Niban3, Bcnp1, Fam129c; niban apoptosis regulator 3	Niban3
mmu:234407	CDS	8:72063631..72077555	Colgalt1, 2810024B22Rik, Glt25d1; collagen beta(1-O)galactosyltransferase 1	Colgalt1
mmu:382018	CDS	8:complement(72079356..72124418)	Unc13a, 2410078G03Rik, Munc13-1; unc-13 homolog A	Unc13a
mmu:102466799	miRNA	8:complement(72083691..72083750)	Mir6769b, Gm27546, mmu-mir-6769b; microRNA 6769b	Mir6769b
mmu:16453	CDS	8:72129027..72143221	Jak3, fae, wil; Janus kinase 3	Jak3
mmu:16336	CDS	8:72141896..72143221	Insl3, Rlf, Rlnl; insulin-like 3	Insl3
mmu:72297	CDS	8:complement(72144017..72155270)	B3gnt3, 2210008L19Rik; UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3	B3gnt3
mmu:74015	CDS	8:complement(72161031..72181980)	Fcho1, 3322402E17Rik; FCH domain only 1	Fcho1
mmu:118567536	CDS	8:72212635..72213310	proteinase-activated receptor 4-like	
mmu:385024	CDS	8:complement(72578486..72634351)	Gm5373; predicted gene 5373	Gm5373
mmu:236193	CDS	8:72635912..72646409	Zfp709, GIOT-4, HIT-40; zinc finger protein 709	Zfp709
mmu:382019	CDS	8:72662450..72672695	Zfp882, Gm15468; zinc finger protein 882	Zfp882
mmu:170938	CDS	8:72676669..72688474	Zfp617, Zfps11-6; zinc finger protein 617	Zfp617
mmu:234413	CDS	8:72704910..72724177	Zfp961, A230105L22Rik, BC065788, mszf37, mszf55-2; zinc finger protein 961	Zfp961
mmu:72054	CDS	8:complement(72742326..72763512)	Cyp4f18, 1810054N16Rik, CYPIVF3, Cyp4f3, Cypf18; cytochrome P450, family 4, subfamily f, polypeptide 18	Cyp4f18
mmu:404315	CDS	8:72811504..72812519	Or2z8, MOR282-1, Olfr372; olfactory receptor family 2 subfamily Z member 8	Or2z8
mmu:258532	CDS	8:72853606..72854550	Or2z9, MOR282-2, Olfr373; olfactory receptor family 2 subfamily Z member 9	Or2z9
mmu:258335	CDS	8:72860884..72864353	Or1ab2, MOR130-1, Olfr374; olfactory receptor family 1 subfamily AB member 2	Or1ab2
mmu:326618	CDS	8:72889132..72906986	Tpm4, 2610528G24Rik, Tpm4.2, Tpm4.2cy; tropomyosin 4	Tpm4
mmu:17274	CDS	8:72915044..72935210	Rab8a, Mel; RAB8A, member RAS oncogene family	Rab8a
mmu:209488	CDS	8:72943512..72954802	Hsh2d, ALX, Hsh2; hematopoietic SH2 domain containing	Hsh2d
mmu:234421	CDS	8:complement(72958180..72966892)	Cib3, C730014M21Rik, Gm1107, KIP3; calcium and integrin binding family member 3	Cib3
mmu:67922	CDS	8:72973589..72978878	Fam32a, 2510049I19Rik, OTAG-12, Otag12; family with sequence similarity 32, member A	Fam32a
mmu:11767	CDS	8:72993857..73011230	Ap1m1, AP47, Adtm1A, Cltnm, mu1A; adaptor-related protein complex AP-1, mu subunit 1	Ap1m1
mmu:16598	CDS	8:73072906..73075498	Klf2, Lklf; Kruppel-like transcription factor 2 (lung)	Klf2
mmu:13859	CDS	8:complement(73094834..73175410)	Eps15l1, 9830147J04Rik, Eps15-rs, Eps15R; epidermal growth factor receptor pathway substrate 15-like 1	Eps15l1
mmu:73316	CDS	8:complement(73178020..73197638)	Calr3, 1700031L01Rik, 6330586I20Rik, Crt2, cspn; calreticulin 3	Calr3
mmu:72254	CDS	8:73197724..73214385	1700030K09Rik; RIKEN cDNA 1700030K09 gene	1700030K09Rik
mmu:27967	CDS	8:complement(73214327..73229077)	Cherp, 5730408I11Rik, D8Wsu96e, DAN16, Scaf6; calcium homeostasis endoplasmic reticulum protein	Cherp
mmu:102465647	miRNA	8:complement(73223860..73223933)	Mir7068, Gm27570, mmu-mir-7068; microRNA 7068	Mir7068
mmu:270066	CDS	8:complement(73231839..73246473)	Slc35e1, 6030458H05; solute carrier family 35, member E1	Slc35e1
mmu:70625	CDS	8:complement(73248402..73302154)	Med26, 5730493L18Rik, Crsp7; mediator complex subunit 26	Med26
mmu:102639577	CDS	8:73284805..73285156	Gm35857; predicted gene, 35857	Gm35857
mmu:66818	CDS	8:complement(73319042..73324892)	Smim7, 9130011J15Rik; small integral membrane protein 7	Smim7
mmu:74166	CDS	8:73325033..73341128	Tmem38a, 1110001E17Rik, SPR-27, TRIC-A, mg33a; transmembrane protein 38A	Tmem38a
mmu:319555	CDS	8:73372865..73443508	Nwd1, A230063L24Rik; NACHT and WD repeat domain containing 1	Nwd1
mmu:20467	CDS	8:73449898..73484831	Sin3b, 2810430C10Rik; transcriptional regulator, SIN3B (yeast)	Sin3b
mmu:14065	CDS	8:73488287..73490526	F2rl3, PAR4; F2R like thrombin or trypsin receptor 3	F2rl3
mmu:16795	CDS	8:complement(73541227..74080164)	Large1, BPFD#36, Gyltl1a, Large, Mbp-1, Mbp1, enr, fg, froggy, myd; LARGE xylosyl- and glucuronyltransferase 1	Large1
mmu:100628574	miRNA	8:73743140..73743219	Mir28b, mmu-mir-28b; microRNA 28b	Mir28b
mmu:71597	CDS	8:75599326..75620134	Isx, 9130012O13Rik, Pix-1; intestine specific homeobox	Isx
mmu:70823	CDS	8:75720305..75758606	Hmgxb4, 4733401K04Rik, Hmgb2l1; HMG box domain containing 4	Hmgxb4
mmu:21968	CDS	8:75760326..75796749	Tom1; target of myb1 trafficking protein	Tom1
mmu:15368	CDS	8:75820246..75827221	Hmox1, D8Wsu38e, HO-1, HO1, Hemox, Hmox, Hsp32; heme oxygenase 1	Hmox1
mmu:17218	CDS	8:75836096..75855067	Mcm5, Cdc46, Mcmd5, P1-CDC46; minichromosome maintenance complex component 5	Mcm5
mmu:75141	CDS	8:75940572..75950741	Rasd2, 4930526B11Rik, Rhes, TEM-2, TEM2; RASD family, member 2	Rasd2
mmu:71831	CDS	8:76175322..76711136	Iqcm, 1700007B14Rik; IQ motif containing M	Iqcm
mmu:115486994	ncRNA	8:complement(76189217..76189423)	Gm57524; predicted gene, 57524	Gm57524
mmu:115485659	ncRNA	8:complement(76748557..76748683)	Gm22544; predicted gene, 22544	Gm22544
mmu:115487005	ncRNA	8:complement(77000972..77001078)	Gm22509; predicted gene, 22509	Gm22509
mmu:110784	CDS	8:77626422..77971641	Nr3c2, MR, Mlr; nuclear receptor subfamily 3, group C, member 2	Nr3c2
mmu:115485663	ncRNA	8:complement(77872980..77873109)	Gm24838; predicted gene, 24838	Gm24838
mmu:78514	CDS	8:complement(77976995..78244628)	Arhgap10, A930033B01Rik, PS-GAP, PSGAP, PSGAP-m, PSGAP-s; Rho GTPase activating protein 10	Arhgap10
mmu:102182	CDS	8:78276015..78307966	Prmt9, Prmt10; protein arginine methyltransferase 9	Prmt9
mmu:234463	CDS	8:complement(78322607..78337343)	Tmem184c, 8430433H16Rik, Tmem34; transmembrane protein 184C	Tmem184c
mmu:13617	CDS	8:complement(78389658..78451081)	Ednra, AEA001, ET-AR, ETa, Gpcr10, Mhdaaea1; endothelin receptor type A	Ednra
mmu:115487027	ncRNA	8:78534166..78534269	Gm23981; predicted gene, 23981	Gm23981
mmu:73301	CDS	8:78939911..79120955	Ttc29, 1700031F13Rik; tetratricopeptide repeat domain 29	Ttc29
mmu:18997	CDS	8:complement(79159638..79163276)	Pou4f2, Brn-3.2, Brn-3b, Brn3b, Pou4f-rs1, mBrn3-3R; POU domain, class 4, transcription factor 2	Pou4f2
mmu:19656	CDS	8:complement(79231898..79235557)	Rbmxl1, Hnrpg, Rbmx, Rbmxrt; RNA binding motif protein, X-linked like-1	Rbmxl1
mmu:76775	CDS	8:79235957..79460641	Slc10a7, 2410193C02Rik, P7; solute carrier family 10 (sodium/bile acid cotransporter family), member 7	Slc10a7
mmu:78651	CDS	8:complement(79531497..79547781)	Lsm6, 1500031N17Rik, 2410088K19Rik; LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	Lsm6
mmu:115487001	ncRNA	8:complement(79740993..79741099)	Gm22044; predicted gene, 22044	Gm22044
mmu:622675	CDS	8:79753754..79920397	Zfp827, 2810449M09Rik, D630040G17Rik, Znf827; zinc finger protein 827	Zfp827
mmu:67687	CDS	8:complement(79937059..79975212)	1700011L22Rik; RIKEN cDNA 1700011L22 gene	1700011L22Rik
mmu:109136	CDS	8:complement(79990226..80021637)	Mmaa, 2810018E08Rik; methylmalonic aciduria (cobalamin deficiency) type A	Mmaa
mmu:17125	CDS	8:complement(80065024..80126057)	Smad1, Mad1, Madh1, Madr1, Mlp1, MusMLP, dwf-A, mMad1; SMAD family member 1	Smad1
mmu:115487054	ncRNA	8:80219407..80219547	Gm57527; predicted gene, 57527	Gm57527
mmu:115486940	CDS	8:complement(80364344..80366534)	Gm51579; predicted gene, 51579	Gm51579
mmu:73945	CDS	8:80366305..80404384	Otud4, 4930431L18Rik, D8Ertd69e, mKIAA1046; OTU domain containing 4	Otud4
mmu:24015	CDS	8:complement(80410071..80438369)	Abce1, Oabp, RLI, RNS41, RNS4I, Rnaseli; ATP-binding cassette, sub-family E member 1	Abce1
mmu:68999	CDS	8:80438366..80503950	Anapc10, 1500026N15Rik, A830003M23Rik, APC10; anaphase promoting complex subunit 10	Anapc10
mmu:15245	CDS	8:complement(80692480..80784637)	Hhip, Hhip1; Hedgehog-interacting protein	Hhip
mmu:14934	CDS	8:81220674..81237414	Gypa, CD235a, GPA; glycophorin A	Gypa
mmu:333315	CDS	8:81337668..81422186	Frem3, Gm795, NV2; Fras1 related extracellular matrix protein 3	Frem3
mmu:93762	CDS	8:complement(81426572..81466088)	Smarca5, 4933427E24Rik, D030040M08Rik, D330027N15Rik, MommeD4, Snf2h; SNF2 related chromatin remodeling ATPase 5	Smarca5
mmu:14388	CDS	8:complement(81491060..81607151)	Gab1; growth factor receptor bound protein 2-associated protein 1	Gab1
mmu:74841	CDS	8:complement(81707353..81741631)	Usp38, 4631402N15Rik, 4833420O05Rik, mKIAA1891; ubiquitin specific peptidase 38	Usp38
mmu:115486945	CDS	8:complement(82060588..82069292)	Gm51582; predicted gene, 51582	Gm51582
mmu:234515	CDS	8:82068895..82865553	Inpp4b, E130107I17Rik; inositol polyphosphate-4-phosphatase, type II	Inpp4b
mmu:115487035	ncRNA	8:complement(82879349..82879411)	Gm25267; predicted gene, 25267	Gm25267
mmu:16168	CDS	8:complement(83058253..83129883)	Il15, IL-15; interleukin 15	Il15
mmu:115487045	ncRNA	8:83135720..83135855	Gm25138; predicted gene, 25138	Gm25138
mmu:30932	CDS	8:complement(83490247..83500774)	Zfp330, Noa36, Znf330; zinc finger protein 330	Zfp330
mmu:330812	CDS	8:83589889..83817900	Rnf150, A630007N06Rik, C030044C12Rik, Greul5, mKIAA1214; ring finger protein 150	Rnf150
mmu:71310	CDS	8:83891981..83999569	Tbc1d9, 4933431N12Rik; TBC1 domain family, member 9	Tbc1d9
mmu:22227	CDS	8:84016977..84025085	Ucp1, Slc25a7, Ucp; uncoupling protein 1 (mitochondrial, proton carrier)	Ucp1
mmu:244548	CDS	8:complement(84039261..84059115)	Elmod2, 9830169G11Rik; ELMO/CED-12 domain containing 2	Elmod2
mmu:67555	CDS	8:84075101..84106031	Mgat4d, 4933434I20Rik, GnT1IP, GnT1IP-L; MGAT4 family, member C	Mgat4d
mmu:12745	CDS	8:84116454..84155181	Clgn, 4930459O04Rik, A2/6, Cln; calmegin	Clgn
mmu:56367	CDS	8:complement(84161121..84185055)	Scoc, 0610011C06Rik, 2810002J11Rik, SCOCO; short coiled-coil protein	Scoc
mmu:258267	CDS	8:84267722..84268817	Or10k2, MOR267-16, MOR26716, Olfr370; olfactory receptor family 10 subfamily K member 2	Or10k2
mmu:66916	CDS	8:84293387..84298252	Ndufb7, 1110002H15Rik; NADH:ubiquinone oxidoreductase subunit B7	Ndufb7
mmu:106529	CDS	8:complement(84298327..84321120)	Tecr, 2410016D23Rik, A230102P12Rik, D17Ertd178e, Gpsn2, SC2; trans-2,3-enoyl-CoA reductase	Tecr
mmu:81489	CDS	8:84334804..84339282	Dnajb1, 0610007I11Rik, DjB1, HSPF1, Hdj1, Hsp40; DnaJ heat shock protein family (Hsp40) member B1	Dnajb1
mmu:67903	CDS	8:84376037..84391418	Gipc1, GIPC, Glut1CIP, Rgs19ip1, Semcap1, TIP-2, TaxIP2; GIPC PDZ domain containing family, member 1	Gipc1
mmu:320795	CDS	8:complement(84393162..84425819)	Pkn1, DBK, F730027O18Rik, PAK1, PRK1, Pkn, Prkcl1, Stk3; protein kinase N1	Pkn1
mmu:19216	CDS	8:84393171..84399385	Ptger1, EP1, Ptgerep1; prostaglandin E receptor 1 (subtype EP1)	Ptger1
mmu:68278	CDS	8:84441806..84453533	Ddx39a, 2610307C23Rik, BAT1, DDXL, Ddx39, URH49; DEAD box helicase 39a	Ddx39a
mmu:26364	CDS	8:complement(84449874..84467812)	Adgre5, Cd97, TM7LN1; adhesion G protein-coupled receptor E5	Adgre5
mmu:102465897	miRNA	8:complement(84450507..84450613)	Mir1668, Gm27590, mmu-mir-1668; microRNA 1668	Mir1668
mmu:330814	CDS	8:84626598..84668583	Adgrl1, 2900070I05Rik, CLIBA, Lec2, Lphn1, mKIAA0821; adhesion G protein-coupled receptor L1	Adgrl1
mmu:66929	CDS	8:84682323..84696824	Asf1b, 1700003K02Rik, CIA-II; anti-silencing function 1B histone chaperone	Asf1b
mmu:18747	CDS	8:84699607..84723073	Prkaca, PKCD, Pkaca; protein kinase, cAMP dependent, catalytic, alpha	Prkaca
mmu:666704	CDS	8:84724145..84727044	Samd1; sterile alpha motif domain containing 1	Samd1
mmu:73453	CDS	8:84727145..84731399	1700067K01Rik; RIKEN cDNA 1700067K01 gene	1700067K01Rik
mmu:102466886	miRNA	8:84732257..84732393	Mir8111, Gm27823, mmu-mir-8111; microRNA 8111	Mir8111
mmu:70134	CDS	8:complement(84736857..84738349)	Misp3, 2210011C24Rik; MISP family member 3	Misp3
mmu:100316677	miRNA	8:complement(84738144..84738262)	Mir1199, Mirn1199, mir-1199, mmu-mir-1199; microRNA 1199	Mir1199
mmu:74337	CDS	8:84747787..84757300	Palm3, 4432412L15Rik; paralemmin 3	Palm3
mmu:50931	CDS	8:complement(84756915..84769250)	Il27ra, CRL1, IL-27R, Tccr, WSX-1, Wsx1, zcytor1; interleukin 27 receptor, alpha	Il27ra
mmu:212108	CDS	8:complement(84769696..84771608)	Rln3, M3, insl7; relaxin 3	Rln3
mmu:19724	CDS	8:84789787..84823630	Rfx1; regulatory factor X, 1 (influences HLA class II expression)	Rfx1
mmu:735271	miRNA	8:84812728..84812815	Mir709, Mirn709, mir-709, mmu-mir-709; microRNA 709	Mir709
mmu:212123	CDS	8:complement(84823698..84831426)	Dcaf15, 6720484B16; DDB1 and CUL4 associated factor 15	Dcaf15
mmu:244550	CDS	8:84852552..84869620	Podnl1, 5832418A03Rik, Gm506; podocan-like 1	Podnl1
mmu:212139	CDS	8:complement(84859457..84874546)	Cc2d1a, Freud-1, Tape; coiled-coil and C2 domain containing 1A	Cc2d1a
mmu:74666	CDS	8:84874637..84899220	Brme1, 4930432K21Rik, MRM, Mamerr, Meiok21; break repair meiotic recombinase recruitment factor 1	Brme1
mmu:244551	CDS	8:complement(84900359..84911396)	Nanos3, nos3; nanos C2HC-type zinc finger 3	Nanos3
mmu:100049549	miRNA	8:complement(84905345..84905416)	Mir181d, Mirn181d, mir-181d; microRNA 181d	Mir181d
mmu:723819	miRNA	8:complement(84905502..84905590)	Mir181c, Mirn181c, mir-181c; microRNA 181c	Mir181c
mmu:387216	miRNA	8:84935147..84935221	Mir23a, Mirn23a, mir-23a, mmu-mir-23a; microRNA 23a	Mir23a
mmu:387220	miRNA	8:84935301..84935387	Mir27a, Mirn27a, mir-27a, mmu-mir-27a; microRNA 27a	Mir27a
mmu:723960	miRNA	8:84935444..84935550	Mir24-2, Mirn24-2, mir-24-2; microRNA 24-2	Mir24-2
mmu:100526528	miRNA	8:complement(84935454..84935536)	Mir3074-2, mir-3074-2, mmu-mir-3074-2; microRNA 3074-2	Mir3074-2
mmu:212168	CDS	8:complement(84937571..84963671)	Zswim4, D330002I24, E130119J17Rik; zinc finger SWIM-type containing 4	Zswim4
mmu:101966	CDS	8:complement(84972862..84978340)	D8Ertd738e; DNA segment, Chr 8, ERATO Doi 738, expressed	D8Ertd738e
mmu:67873	CDS	8:complement(84977205..84983953)	Mri1, 2410018C20Rik; methylthioribose-1-phosphate isomerase 1	Mri1
mmu:67736	CDS	8:complement(84984396..84997087)	Yju2b, 4930527D15Rik, Ccdc130; YJU2 splicing factor homolog B	Yju2b
mmu:12286	CDS	8:85065257..85366880	Cacna1a, APCA, BI, Caca1a, Cacnl1a4, Cav2.1, Ccha1a, EA2, FHM, HPCA, MHP, MHP1, SCA6, alpha1A, la, nmf352, rkr, smrl, tg; calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	Cacna1a
mmu:115487048	ncRNA	8:complement(85107078..85107210)	Gm23626; predicted gene, 23626	Gm23626
mmu:15936	CDS	8:complement(85387960..85389481)	Ier2, Ch1, Pip92; immediate early response 2	Ier2
mmu:66830	CDS	8:complement(85397106..85414528)	Nacc1, 2010001H03Rik, 4930511N13Rik, Btbd14b, Nac1; nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	Nacc1
mmu:212528	CDS	8:85412953..85426437	Trmt1, 6720406L13Rik, 6720477L24, D8Ertd812e; tRNA methyltransferase 1	Trmt1
mmu:17095	CDS	8:85428051..85432876	Lyl1, Lyl-1, bHLHa18; lymphoblastomic leukemia 1	Lyl1
mmu:18032	CDS	8:complement(85431341..85527086)	Nfix, CTF, NF-I/X, NF1-X, NFI-X; nuclear factor I/X	Nfix
mmu:23863	CDS	8:complement(85542034..85558894)	Dand5, Cerl-2, Cerl2, Cerr2, Dte, GREM3, coco; DAN domain family member 5, BMP antagonist	Dand5
mmu:102060	CDS	8:85558911..85562111	Gadd45gip1, 2310040G17Rik, Crif1, MRP-L59, Plinp1; growth arrest and DNA-damage-inducible, gamma interacting protein 1	Gadd45gip1
mmu:19358	CDS	8:complement(85561540..85567361)	Rad23a, 2310040P19Rik, HR23A, mHR23A; RAD23 homolog A, nucleotide excision repair protein	Rad23a
mmu:12317	CDS	8:complement(85568717..85573560)	Calr, CRT, Calregulin; calreticulin	Calr
mmu:66590	CDS	8:85583597..85595886	Farsa, 0610012A19Rik, Farsla, pheRS; phenylalanyl-tRNA synthetase, alpha subunit	Farsa
mmu:102466220	miRNA	8:85594576..85594637	Mir7069, Gm27777, mmu-mir-7069; microRNA 7069	Mir7069
mmu:71846	CDS	8:85598740..85614075	Syce2, 1700013H19Rik, Cesc1; synaptonemal complex central element protein 2	Syce2
mmu:270076	CDS	8:complement(85613016..85629378)	Gcdh, 9030411L18, GCD; glutaryl-Coenzyme A dehydrogenase	Gcdh
mmu:16596	CDS	8:85628611..85631920	Klf1, Eklf, Nan; Kruppel-like transcription factor 1 (erythroid)	Klf1
mmu:13423	CDS	8:85635384..85638332	Dnase2a, Dnase2; deoxyribonuclease II alpha	Dnase2a
mmu:56527	CDS	8:complement(85638482..85672811)	Mast1, 9430008B02Rik, SAST, SAST170; microtubule associated serine/threonine kinase 1	Mast1
mmu:234542	CDS	8:85672880..85683235	Rtbdn, A330096I21Rik, Rtbnd; retbindin	Rtbdn
mmu:69724	CDS	8:complement(85683239..85694498)	Rnaseh2a, 2400006P09Rik, RNASEHI, RNHIA, RNHL; ribonuclease H2, large subunit	Rnaseh2a
mmu:21672	CDS	8:85696251..85701440	Prdx2, Band-8, NkefB, PRP, PrxII, TDX1, TPx, TPx-B, TR, TSA, Tdpx1, Torin; peroxiredoxin 2	Prdx2
mmu:16477	CDS	8:complement(85703538..85705377)	Junb; jun B proto-oncogene	Junb
mmu:170833	CDS	8:85715402..85729981	Hook2, A630054I03Rik, mHK2; hook microtubule tethering protein 2	Hook2
mmu:212989	CDS	8:complement(85733831..85741160)	Best2, Vmd2l1; bestrophin 2	Best2
mmu:56495	CDS	8:complement(85744558..85751916)	Get3, 1810048H22Rik, ArsA, Asna1; guided entry of tail-anchored proteins factor 3, ATPase	Get3
mmu:68544	CDS	8:85753440..85756920	Trir, 1110002H14Rik, 2310036O22Rik; telomerase RNA component interacting RNase	Trir
mmu:212999	CDS	8:85763502..85784214	Tnpo2, 1110034O24Rik, IPO3, Knpb2b, Kpnb2b, TRN2; transportin 2 (importin 3, karyopherin beta 2b)	Tnpo2
mmu:115487056	ncRNA	8:85776836..85776905	Gm25506; predicted gene, 25506	Gm25506
mmu:68628	CDS	8:85786748..85793750	Fbxw9, 1110017H11Rik, Fbw9; F-box and WD-40 domain protein 9	Fbxw9
mmu:102465648	miRNA	8:85788715..85788800	Mir7070, Gm27565, mmu-mir-7070; microRNA 7070	Mir7070
mmu:100503710	CDS	8:complement(85794141..85794647)	Gng14, EG436049, Gm5741; G protein subunit gamma 14	Gng14
mmu:330817	CDS	8:85798106..85801790	Dhps, Dhs; deoxyhypusine synthase	Dhps
mmu:67836	CDS	8:complement(85801664..85807375)	Wdr83, 1500041N16Rik, Morg1; WD repeat domain containing 83	Wdr83
mmu:414077	CDS	8:85807592..85808968	Wdr83os, PAT-10, PAT10; WD repeat domain 83 opposite strand	Wdr83os
mmu:17159	CDS	8:85809941..85824215	Man2b1, LAMAN; mannosidase 2, alpha B1	Man2b1
mmu:244556	CDS	8:complement(85833797..85849724)	Zfp791, EG244556; zinc finger protein 791	Zfp791
mmu:624855	CDS	8:85878553..85900251	Cks1brt, EG624855, Gm6531; CDC28 protein kinase 1b, retrogene	Cks1brt
mmu:258858	CDS	8:85957126..85958064	Or7c19, MOR141-3, Olfr371; olfactory receptor family 7 subfamily C member 19	Or7c19
